"location","latitude","sowing_date","sowing_doy","calendar_date","calendar_doy","day_in_season","temp_mean","temp_min","temp_max","photoperiod_hours","scenario"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-07-28,209,105,31.5,27,36,14.13,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-07-29,210,106,31.2,26.7,35.7,14.1,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-07-30,211,107,37.1,32.6,41.6,14.07,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-07-31,212,108,27.9,23.4,32.4,14.04,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-01,213,109,30.6,26.1,35.1,14.01,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-02,214,110,32.7,28.2,37.2,13.98,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-03,215,111,36.2,31.7,40.7,13.95,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-04,216,112,31.9,27.4,36.4,13.92,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-05,217,113,35,30.5,39.5,13.89,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-06,218,114,26.9,22.4,31.4,13.86,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-07,219,115,35.5,31,40,13.83,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-08,220,116,29.4,24.9,33.9,13.8,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-09,221,117,30.5,26,35,13.77,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-10,222,118,28.1,23.6,32.6,13.73,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-11,223,119,31.5,27,36,13.7,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-12,224,120,36.1,31.6,40.6,13.67,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-13,225,121,37.8,33.3,42.3,13.63,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-14,226,122,27.9,23.4,32.4,13.6,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-15,227,123,32.2,27.7,36.7,13.56,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-16,228,124,34.6,30.1,39.1,13.53,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-17,229,125,30.1,25.6,34.6,13.49,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-18,230,126,30,25.5,34.5,13.46,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-19,231,127,29.6,25.1,34.1,13.42,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-20,232,128,32.1,27.6,36.6,13.38,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-21,233,129,34.2,29.7,38.7,13.35,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Early (Apr 15)",105,2023-08-22,234,130,32.1,27.6,36.6,13.31,"Columbia, MO - Early (Apr 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-15,166,1,32,27.5,36.5,14.63,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-16,167,2,30.3,25.8,34.8,14.63,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-17,168,3,32.6,28.1,37.1,14.64,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-18,169,4,29.8,25.3,34.3,14.64,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-19,170,5,30.6,26.1,35.1,14.64,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-20,171,6,34.5,30,39,14.64,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-21,172,7,32.7,28.2,37.2,14.64,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-22,173,8,32.2,27.7,36.7,14.65,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-23,174,9,30.9,26.4,35.4,14.64,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-24,175,10,34.3,29.8,38.8,14.64,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-25,176,11,35.4,30.9,39.9,14.64,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-26,177,12,29.3,24.8,33.8,14.64,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-27,178,13,32,27.5,36.5,14.63,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-28,179,14,32,27.5,36.5,14.63,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-29,180,15,30.3,25.8,34.8,14.62,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-06-30,181,16,29.1,24.6,33.6,14.62,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-01,182,17,32,27.5,36.5,14.61,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-02,183,18,33.8,29.3,38.3,14.6,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-03,184,19,36.2,31.7,40.7,14.59,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-04,185,20,26.7,22.2,31.2,14.58,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-05,186,21,30.1,25.6,34.6,14.57,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-06,187,22,31.2,26.7,35.7,14.56,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-07,188,23,27.5,23,32,14.55,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-08,189,24,30,25.5,34.5,14.54,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-09,190,25,30,25.5,34.5,14.52,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-10,191,26,30.2,25.7,34.7,14.51,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-11,192,27,26.1,21.6,30.6,14.49,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-12,193,28,32.8,28.3,37.3,14.48,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-13,194,29,30.4,25.9,34.9,14.46,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-14,195,30,36.5,32,41,14.44,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-15,196,31,34.4,29.9,38.9,14.42,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-16,197,32,28.1,23.6,32.6,14.4,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-17,198,33,32.5,28,37,14.38,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-18,199,34,30.5,26,35,14.36,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-19,200,35,34.7,30.2,39.2,14.34,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-20,201,36,32.3,27.8,36.8,14.32,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-21,202,37,30.6,26.1,35.1,14.3,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-22,203,38,33.3,28.8,37.8,14.28,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-23,204,39,32.5,28,37,14.25,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-24,205,40,31.6,27.1,36.1,14.23,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-25,206,41,37.7,33.2,42.2,14.2,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-26,207,42,30.5,26,35,14.18,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-27,208,43,30.7,26.2,35.2,14.15,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-28,209,44,27.6,23.1,32.1,14.13,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-29,210,45,31.8,27.3,36.3,14.1,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-30,211,46,34.3,29.8,38.8,14.07,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-07-31,212,47,26,21.5,30.5,14.04,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-01,213,48,31.1,26.6,35.6,14.01,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-02,214,49,28.4,23.9,32.9,13.98,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-03,215,50,35.7,31.2,40.2,13.95,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-04,216,51,35.4,30.9,39.9,13.92,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-05,217,52,32.5,28,37,13.89,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-06,218,53,35.5,31,40,13.86,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-07,219,54,29,24.5,33.5,13.83,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-08,220,55,34,29.5,38.5,13.8,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-09,221,56,29.7,25.2,34.2,13.77,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-10,222,57,32.1,27.6,36.6,13.73,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-11,223,58,30.3,25.8,34.8,13.7,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-12,224,59,30.3,25.8,34.8,13.67,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-13,225,60,32.5,28,37,13.63,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-14,226,61,27.3,22.8,31.8,13.6,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-15,227,62,30.1,25.6,34.6,13.56,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-16,228,63,31.2,26.7,35.7,13.53,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-17,229,64,29.5,25,34,13.49,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-18,230,65,30.9,26.4,35.4,13.46,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-19,231,66,29.6,25.1,34.1,13.42,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-20,232,67,34.9,30.4,39.4,13.38,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-21,233,68,32.3,27.8,36.8,13.35,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-22,234,69,38.5,34,43,13.31,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-23,235,70,27.9,23.4,32.4,13.27,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-24,236,71,32.3,27.8,36.8,13.24,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-25,237,72,35.8,31.3,40.3,13.2,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-26,238,73,30.6,26.1,35.1,13.16,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-27,239,74,26.6,22.1,31.1,13.12,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-28,240,75,26.7,22.2,31.2,13.08,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-29,241,76,29.4,24.9,33.9,13.04,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-30,242,77,33,28.5,37.5,13.01,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-08-31,243,78,31.3,26.8,35.8,12.97,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-01,244,79,23.1,18.6,27.6,12.93,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-02,245,80,27,22.5,31.5,12.89,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-03,246,81,28.8,24.3,33.3,12.85,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-04,247,82,24.7,20.2,29.2,12.81,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-05,248,83,30.6,26.1,35.1,12.77,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-06,249,84,21.6,17.1,26.1,12.73,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-07,250,85,28.8,24.3,33.3,12.69,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-08,251,86,27.1,22.6,31.6,12.65,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-09,252,87,26.7,22.2,31.2,12.61,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-10,253,88,27.2,22.7,31.7,12.57,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-11,254,89,28.7,24.2,33.2,12.52,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-12,255,90,28.8,24.3,33.3,12.48,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-13,256,91,26.9,22.4,31.4,12.44,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-14,257,92,22,17.5,26.5,12.4,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-15,258,93,23.3,18.8,27.8,12.36,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-16,259,94,23,18.5,27.5,12.32,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-17,260,95,29.1,24.6,33.6,12.28,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-18,261,96,26.2,21.7,30.7,12.24,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-19,262,97,27.5,23,32,12.19,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-20,263,98,22.2,17.7,26.7,12.15,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-21,264,99,24.9,20.4,29.4,12.11,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-22,265,100,27.9,23.4,32.4,12.07,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-23,266,101,25.6,21.1,30.1,12.03,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-24,267,102,25.7,21.2,30.2,11.98,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-25,268,103,25.6,21.1,30.1,11.94,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-26,269,104,29.1,24.6,33.6,11.9,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-27,270,105,23.8,19.3,28.3,11.86,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-28,271,106,27.3,22.8,31.8,11.82,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-29,272,107,27.7,23.2,32.2,11.78,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-09-30,273,108,21.7,17.2,26.2,11.73,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-01,274,109,25.3,20.8,29.8,11.69,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-02,275,110,24.7,20.2,29.2,11.65,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-03,276,111,27.5,23,32,11.61,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-04,277,112,27,22.5,31.5,11.57,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-05,278,113,24.3,19.8,28.8,11.52,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-06,279,114,24.5,20,29,11.48,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-07,280,115,22,17.5,26.5,11.44,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-08,281,116,23.3,18.8,27.8,11.4,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-09,282,117,20.8,16.3,25.3,11.36,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-10,283,118,20.8,16.3,25.3,11.32,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-11,284,119,19.9,15.4,24.4,11.28,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-12,285,120,25.5,21,30,11.23,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-13,286,121,26.3,21.8,30.8,11.19,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-14,287,122,22,17.5,26.5,11.15,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-15,288,123,20,15.5,24.5,11.11,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-16,289,124,23,18.5,27.5,11.07,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-17,290,125,29.5,25,34,11.03,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-18,291,126,28.9,24.4,33.4,10.99,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-19,292,127,18.4,13.9,22.9,10.95,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-20,293,128,22.2,17.7,26.7,10.91,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-21,294,129,27.5,23,32,10.87,"Columbia, MO - Late (Jun 15)"
"Columbia, MO",38.2526,"Late (Jun 15)",166,2023-10-22,295,130,23.1,18.6,27.6,10.83,"Columbia, MO - Late (Jun 15)"
